sample	tb_group	mode	pct	clade_reads	taxon_reads	rank_code	taxid	name
SRR28476506	neg	strict	NA	557	557	S	3138063	Methylobacterium sp. CB376
SRR28476506	neg	strict	NA	38	38	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476506	neg	strict	NA	28	28	S	925818	Methylobacterium sp. AMS5
SRR28476506	neg	strict	NA	22	22	S	2894310	Methylobacterium sp. NMS14P
SRR28476506	neg	strict	NA	20	20	S	1479019	Methylobacterium sp. C1
SRR28476506	neg	strict	NA	18	18	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476506	neg	strict	NA	10	10	S	2718876	Methylobacterium sp. SyP6R
SRR28476506	neg	strict	NA	2167	19	S	31998	Methylobacterium radiotolerans
SRR28476506	neg	strict	NA	1742	1742	S	2202825	Methylobacterium durans
SRR28476506	neg	strict	NA	1692	1692	S	410	Methylobacterium organophilum
SRR28476506	neg	strict	NA	1457	1457	S	107400	Methylobacterium fujisawaense
SRR28476506	neg	strict	NA	1144	1144	S	2202828	Methylobacterium radiodurans
SRR28476506	neg	strict	NA	1078	1078	S	570505	Methylobacterium bullatum
SRR28476506	neg	strict	NA	778	778	S	374432	Methylobacterium tardum
SRR28476506	neg	strict	NA	722	20	S	334852	Methylobacterium oryzae
SRR28476506	neg	strict	NA	624	624	S	269660	Methylobacterium brachiatum
SRR28476506	neg	strict	NA	147	147	S	2202827	Methylobacterium terrae
SRR28476507	neg	strict	NA	386446	385652	S	1747	Cutibacterium acnes
SRR28476507	neg	strict	NA	21956	21956	S	33011	Cutibacterium granulosum
SRR28476507	neg	strict	NA	2161	2160	S	33010	Cutibacterium avidum
SRR28476507	neg	strict	NA	1343	1343	S	2559073	Cutibacterium modestum
SRR28476507	neg	strict	NA	321	321	S	3016342	Cutibacterium equinum
SRR28476507	neg	strict	NA	1129	1129	S	2760310	Tessaracoccus sp. MC1865
SRR28476507	neg	strict	NA	28	28	S	3041766	Tessaracoccus sp. T21
SRR28476507	neg	strict	NA	20	20	S	1285901	Tessaracoccus defluvii
SRR28476507	neg	strict	NA	12	12	S	2161816	Tessaracoccus timonensis
SRR28476507	neg	strict	NA	11	11	S	399497	Tessaracoccus flavescens
SRR28476507	neg	strict	NA	4	4	S	1610493	Tessaracoccus flavus
SRR28476507	neg	strict	NA	539	539	S	119981	Propionibacterium australiense
SRR28476507	neg	strict	NA	46	46	S	556499	Propionibacterium acidifaciens
SRR28476507	neg	strict	NA	18	18	S	1744	Propionibacterium freudenreichii
SRR28476507	neg	strict	NA	158	158	S	546874	Microlunatus sagamiharensis
SRR28476507	neg	strict	NA	89	0	S	29405	Microlunatus phosphovorus
SRR28476507	neg	strict	NA	70	70	S	630515	Microlunatus soli
SRR28476507	neg	strict	NA	31	31	S	2596828	Microlunatus elymi
SRR28476507	neg	strict	NA	449	449	S	1750	Arachnia propionica
SRR28476507	neg	strict	NA	3	3	S	1547448	Arachnia rubra
SRR28476453	pos	strict	NA	16764	16760	S	28095	Burkholderia gladioli
SRR28476453	pos	strict	NA	8021	4140	S	28450	Burkholderia pseudomallei
SRR28476453	pos	strict	NA	3026	475	S	57975	Burkholderia thailandensis
SRR28476453	pos	strict	NA	1333	1328	S	13373	Burkholderia mallei
SRR28476453	pos	strict	NA	372	372	S	342113	Burkholderia oklahomensis
SRR28476453	pos	strict	NA	173	173	S	1385591	Burkholderia mayonis
SRR28476453	pos	strict	NA	106	106	S	1503053	Burkholderia singularis
SRR28476453	pos	strict	NA	1	1	S	1637837	Burkholderia savannae
SRR28476453	pos	strict	NA	2341	2341	S	87883	Burkholderia multivorans
SRR28476453	pos	strict	NA	1650	449	S	292	Burkholderia cepacia
SRR28476453	pos	strict	NA	1280	969	S	95486	Burkholderia cenocepacia
SRR28476453	pos	strict	NA	1245	1241	S	152480	Burkholderia ambifaria
SRR28476453	pos	strict	NA	936	936	S	60552	Burkholderia vietnamiensis
SRR28476453	pos	strict	NA	462	462	S	60550	Burkholderia pyrrocinia
SRR28476453	pos	strict	NA	425	425	S	488732	Burkholderia diffusa
SRR28476453	pos	strict	NA	190	150	S	101571	Burkholderia ubonensis
SRR28476453	pos	strict	NA	181	181	S	488447	Burkholderia contaminans
SRR28476453	pos	strict	NA	143	143	S	482957	Burkholderia lata
SRR28476453	pos	strict	NA	77	77	S	95485	Burkholderia stabilis
SRR28476453	pos	strict	NA	67	67	S	1207504	Burkholderia pseudomultivorans
SRR28476454	pos	strict	NA	7247	7246	S	28095	Burkholderia gladioli
SRR28476454	pos	strict	NA	3797	1961	S	28450	Burkholderia pseudomallei
SRR28476454	pos	strict	NA	1529	228	S	57975	Burkholderia thailandensis
SRR28476454	pos	strict	NA	679	672	S	13373	Burkholderia mallei
SRR28476454	pos	strict	NA	174	174	S	342113	Burkholderia oklahomensis
SRR28476454	pos	strict	NA	102	102	S	1385591	Burkholderia mayonis
SRR28476454	pos	strict	NA	21	21	S	1503053	Burkholderia singularis
SRR28476454	pos	strict	NA	2	2	S	430531	Burkholderia humptydooensis
SRR28476454	pos	strict	NA	1612	1612	S	87883	Burkholderia multivorans
SRR28476454	pos	strict	NA	672	205	S	292	Burkholderia cepacia
SRR28476454	pos	strict	NA	591	590	S	152480	Burkholderia ambifaria
SRR28476454	pos	strict	NA	576	467	S	95486	Burkholderia cenocepacia
SRR28476454	pos	strict	NA	539	539	S	60552	Burkholderia vietnamiensis
SRR28476454	pos	strict	NA	218	218	S	60550	Burkholderia pyrrocinia
SRR28476454	pos	strict	NA	175	175	S	488732	Burkholderia diffusa
SRR28476454	pos	strict	NA	72	51	S	101571	Burkholderia ubonensis
SRR28476454	pos	strict	NA	69	69	S	482957	Burkholderia lata
SRR28476454	pos	strict	NA	65	65	S	488447	Burkholderia contaminans
SRR28476454	pos	strict	NA	52	52	S	95485	Burkholderia stabilis
SRR28476454	pos	strict	NA	45	45	S	1207504	Burkholderia pseudomultivorans
SRR28476455	pos	strict	NA	12277	12275	S	28095	Burkholderia gladioli
SRR28476455	pos	strict	NA	6065	3055	S	28450	Burkholderia pseudomallei
SRR28476455	pos	strict	NA	2465	404	S	57975	Burkholderia thailandensis
SRR28476455	pos	strict	NA	960	953	S	13373	Burkholderia mallei
SRR28476455	pos	strict	NA	294	293	S	342113	Burkholderia oklahomensis
SRR28476455	pos	strict	NA	161	161	S	1385591	Burkholderia mayonis
SRR28476455	pos	strict	NA	57	57	S	1503053	Burkholderia singularis
SRR28476455	pos	strict	NA	2585	2584	S	87883	Burkholderia multivorans
SRR28476455	pos	strict	NA	1376	377	S	292	Burkholderia cepacia
SRR28476455	pos	strict	NA	909	677	S	95486	Burkholderia cenocepacia
SRR28476455	pos	strict	NA	892	892	S	152480	Burkholderia ambifaria
SRR28476455	pos	strict	NA	817	817	S	60552	Burkholderia vietnamiensis
SRR28476455	pos	strict	NA	340	340	S	488732	Burkholderia diffusa
SRR28476455	pos	strict	NA	272	272	S	60550	Burkholderia pyrrocinia
SRR28476455	pos	strict	NA	159	129	S	101571	Burkholderia ubonensis
SRR28476455	pos	strict	NA	114	114	S	488447	Burkholderia contaminans
SRR28476455	pos	strict	NA	106	106	S	482957	Burkholderia lata
SRR28476455	pos	strict	NA	58	58	S	179879	Burkholderia anthina
SRR28476455	pos	strict	NA	56	56	S	1207504	Burkholderia pseudomultivorans
SRR28476455	pos	strict	NA	37	37	S	95485	Burkholderia stabilis
SRR28476456	pos	strict	NA	8205	4156	S	28450	Burkholderia pseudomallei
SRR28476456	pos	strict	NA	3778	809	S	57975	Burkholderia thailandensis
SRR28476456	pos	strict	NA	1134	1132	S	13373	Burkholderia mallei
SRR28476456	pos	strict	NA	305	303	S	342113	Burkholderia oklahomensis
SRR28476456	pos	strict	NA	206	206	S	1385591	Burkholderia mayonis
SRR28476456	pos	strict	NA	66	66	S	1503053	Burkholderia singularis
SRR28476456	pos	strict	NA	10	10	S	1637837	Burkholderia savannae
SRR28476456	pos	strict	NA	4	4	S	430531	Burkholderia humptydooensis
SRR28476456	pos	strict	NA	3865	3864	S	87883	Burkholderia multivorans
SRR28476456	pos	strict	NA	1657	776	S	292	Burkholderia cepacia
SRR28476456	pos	strict	NA	1567	1567	S	152480	Burkholderia ambifaria
SRR28476456	pos	strict	NA	1118	1118	S	60552	Burkholderia vietnamiensis
SRR28476456	pos	strict	NA	1040	865	S	95486	Burkholderia cenocepacia
SRR28476456	pos	strict	NA	648	648	S	60550	Burkholderia pyrrocinia
SRR28476456	pos	strict	NA	398	247	S	101571	Burkholderia ubonensis
SRR28476456	pos	strict	NA	310	310	S	482957	Burkholderia lata
SRR28476456	pos	strict	NA	285	285	S	488732	Burkholderia diffusa
SRR28476456	pos	strict	NA	253	253	S	488447	Burkholderia contaminans
SRR28476456	pos	strict	NA	195	195	S	1207504	Burkholderia pseudomultivorans
SRR28476456	pos	strict	NA	111	111	S	1503055	Burkholderia territorii
SRR28476457	pos	strict	NA	3868	3868	S	28095	Burkholderia gladioli
SRR28476457	pos	strict	NA	1548	805	S	28450	Burkholderia pseudomallei
SRR28476457	pos	strict	NA	654	113	S	57975	Burkholderia thailandensis
SRR28476457	pos	strict	NA	257	253	S	13373	Burkholderia mallei
SRR28476457	pos	strict	NA	79	79	S	342113	Burkholderia oklahomensis
SRR28476457	pos	strict	NA	50	50	S	1385591	Burkholderia mayonis
SRR28476457	pos	strict	NA	17	17	S	1503053	Burkholderia singularis
SRR28476457	pos	strict	NA	711	711	S	87883	Burkholderia multivorans
SRR28476457	pos	strict	NA	349	124	S	292	Burkholderia cepacia
SRR28476457	pos	strict	NA	261	261	S	152480	Burkholderia ambifaria
SRR28476457	pos	strict	NA	252	194	S	95486	Burkholderia cenocepacia
SRR28476457	pos	strict	NA	208	208	S	60552	Burkholderia vietnamiensis
SRR28476457	pos	strict	NA	94	94	S	488732	Burkholderia diffusa
SRR28476457	pos	strict	NA	88	88	S	60550	Burkholderia pyrrocinia
SRR28476457	pos	strict	NA	41	41	S	488447	Burkholderia contaminans
SRR28476457	pos	strict	NA	31	23	S	101571	Burkholderia ubonensis
SRR28476457	pos	strict	NA	28	28	S	482957	Burkholderia lata
SRR28476457	pos	strict	NA	16	16	S	179879	Burkholderia anthina
SRR28476457	pos	strict	NA	11	11	S	95485	Burkholderia stabilis
SRR28476457	pos	strict	NA	11	11	S	1503054	Burkholderia stagnalis
SRR28476458	pos	strict	NA	10606	5273	S	28450	Burkholderia pseudomallei
SRR28476458	pos	strict	NA	5085	1068	S	57975	Burkholderia thailandensis
SRR28476458	pos	strict	NA	1470	1467	S	13373	Burkholderia mallei
SRR28476458	pos	strict	NA	342	335	S	342113	Burkholderia oklahomensis
SRR28476458	pos	strict	NA	285	285	S	1385591	Burkholderia mayonis
SRR28476458	pos	strict	NA	62	62	S	1503053	Burkholderia singularis
SRR28476458	pos	strict	NA	7	7	S	430531	Burkholderia humptydooensis
SRR28476458	pos	strict	NA	5110	5110	S	87883	Burkholderia multivorans
SRR28476458	pos	strict	NA	2379	978	S	292	Burkholderia cepacia
SRR28476458	pos	strict	NA	1898	1898	S	152480	Burkholderia ambifaria
SRR28476458	pos	strict	NA	1402	1400	S	60552	Burkholderia vietnamiensis
SRR28476458	pos	strict	NA	1311	1060	S	95486	Burkholderia cenocepacia
SRR28476458	pos	strict	NA	829	829	S	60550	Burkholderia pyrrocinia
SRR28476458	pos	strict	NA	470	302	S	101571	Burkholderia ubonensis
SRR28476458	pos	strict	NA	407	407	S	488732	Burkholderia diffusa
SRR28476458	pos	strict	NA	332	332	S	482957	Burkholderia lata
SRR28476458	pos	strict	NA	317	317	S	488447	Burkholderia contaminans
SRR28476458	pos	strict	NA	287	287	S	1207504	Burkholderia pseudomultivorans
SRR28476458	pos	strict	NA	115	115	S	179879	Burkholderia anthina
SRR28476458	pos	strict	NA	109	109	S	1503054	Burkholderia stagnalis
SRR28476462	pos	strict	NA	62644	62501	S	1747	Cutibacterium acnes
SRR28476462	pos	strict	NA	1016	1016	S	33011	Cutibacterium granulosum
SRR28476462	pos	strict	NA	287	285	S	33010	Cutibacterium avidum
SRR28476462	pos	strict	NA	234	234	S	2559073	Cutibacterium modestum
SRR28476462	pos	strict	NA	27	27	S	3016342	Cutibacterium equinum
SRR28476462	pos	strict	NA	119	119	S	2760310	Tessaracoccus sp. MC1865
SRR28476462	pos	strict	NA	93	93	S	1610493	Tessaracoccus flavus
SRR28476462	pos	strict	NA	48	48	S	2161816	Tessaracoccus timonensis
SRR28476462	pos	strict	NA	5	5	S	399497	Tessaracoccus flavescens
SRR28476462	pos	strict	NA	3	3	S	1285901	Tessaracoccus defluvii
SRR28476462	pos	strict	NA	119	119	S	546874	Microlunatus sagamiharensis
SRR28476462	pos	strict	NA	27	0	S	29405	Microlunatus phosphovorus
SRR28476462	pos	strict	NA	18	18	S	2596828	Microlunatus elymi
SRR28476462	pos	strict	NA	5	5	S	2672569	Microlunatus sp. Gsoil 973
SRR28476462	pos	strict	NA	1	1	S	630515	Microlunatus soli
SRR28476462	pos	strict	NA	96	96	S	1750	Arachnia propionica
SRR28476462	pos	strict	NA	11	11	S	1547448	Arachnia rubra
SRR28476462	pos	strict	NA	22	22	S	556499	Propionibacterium acidifaciens
SRR28476462	pos	strict	NA	21	21	S	1744	Propionibacterium freudenreichii
SRR28476462	pos	strict	NA	20	20	S	119981	Propionibacterium australiense
SRR28476463	pos	strict	NA	25333	25327	S	28095	Burkholderia gladioli
SRR28476463	pos	strict	NA	10916	5584	S	28450	Burkholderia pseudomallei
SRR28476463	pos	strict	NA	4615	759	S	57975	Burkholderia thailandensis
SRR28476463	pos	strict	NA	2032	2023	S	13373	Burkholderia mallei
SRR28476463	pos	strict	NA	508	506	S	342113	Burkholderia oklahomensis
SRR28476463	pos	strict	NA	310	310	S	1385591	Burkholderia mayonis
SRR28476463	pos	strict	NA	99	99	S	1503053	Burkholderia singularis
SRR28476463	pos	strict	NA	1	1	S	1637837	Burkholderia savannae
SRR28476463	pos	strict	NA	4659	4658	S	87883	Burkholderia multivorans
SRR28476463	pos	strict	NA	2212	596	S	292	Burkholderia cepacia
SRR28476463	pos	strict	NA	1941	1499	S	95486	Burkholderia cenocepacia
SRR28476463	pos	strict	NA	1722	1713	S	152480	Burkholderia ambifaria
SRR28476463	pos	strict	NA	1493	1493	S	60552	Burkholderia vietnamiensis
SRR28476463	pos	strict	NA	670	670	S	60550	Burkholderia pyrrocinia
SRR28476463	pos	strict	NA	504	504	S	488732	Burkholderia diffusa
SRR28476463	pos	strict	NA	260	260	S	488447	Burkholderia contaminans
SRR28476463	pos	strict	NA	252	178	S	101571	Burkholderia ubonensis
SRR28476463	pos	strict	NA	247	247	S	482957	Burkholderia lata
SRR28476463	pos	strict	NA	115	115	S	95485	Burkholderia stabilis
SRR28476463	pos	strict	NA	70	70	S	1207504	Burkholderia pseudomultivorans
SRR28476464	pos	strict	NA	152122	151676	S	1747	Cutibacterium acnes
SRR28476464	pos	strict	NA	3551	3551	S	33011	Cutibacterium granulosum
SRR28476464	pos	strict	NA	1730	1730	S	2559073	Cutibacterium modestum
SRR28476464	pos	strict	NA	220	220	S	33010	Cutibacterium avidum
SRR28476464	pos	strict	NA	102	102	S	3016342	Cutibacterium equinum
SRR28476464	pos	strict	NA	358	358	S	2760310	Tessaracoccus sp. MC1865
SRR28476464	pos	strict	NA	88	88	S	2161816	Tessaracoccus timonensis
SRR28476464	pos	strict	NA	46	46	S	1610493	Tessaracoccus flavus
SRR28476464	pos	strict	NA	6	6	S	399497	Tessaracoccus flavescens
SRR28476464	pos	strict	NA	6	6	S	1285901	Tessaracoccus defluvii
SRR28476464	pos	strict	NA	1	1	S	1332264	Tessaracoccus aquimaris
SRR28476464	pos	strict	NA	273	273	S	546874	Microlunatus sagamiharensis
SRR28476464	pos	strict	NA	40	40	S	2596828	Microlunatus elymi
SRR28476464	pos	strict	NA	37	37	S	630515	Microlunatus soli
SRR28476464	pos	strict	NA	36	0	S	29405	Microlunatus phosphovorus
SRR28476464	pos	strict	NA	183	183	S	1750	Arachnia propionica
SRR28476464	pos	strict	NA	1	1	S	1547448	Arachnia rubra
SRR28476464	pos	strict	NA	76	76	S	556499	Propionibacterium acidifaciens
SRR28476464	pos	strict	NA	55	55	S	1744	Propionibacterium freudenreichii
SRR28476464	pos	strict	NA	40	40	S	119981	Propionibacterium australiense
SRR28476465	pos	strict	NA	6865	3505	S	28450	Burkholderia pseudomallei
SRR28476465	pos	strict	NA	3222	689	S	57975	Burkholderia thailandensis
SRR28476465	pos	strict	NA	910	899	S	13373	Burkholderia mallei
SRR28476465	pos	strict	NA	233	232	S	342113	Burkholderia oklahomensis
SRR28476465	pos	strict	NA	184	184	S	1385591	Burkholderia mayonis
SRR28476465	pos	strict	NA	38	38	S	1503053	Burkholderia singularis
SRR28476465	pos	strict	NA	5	5	S	430531	Burkholderia humptydooensis
SRR28476465	pos	strict	NA	4396	4391	S	87883	Burkholderia multivorans
SRR28476465	pos	strict	NA	1415	717	S	292	Burkholderia cepacia
SRR28476465	pos	strict	NA	1131	1131	S	152480	Burkholderia ambifaria
SRR28476465	pos	strict	NA	884	707	S	95486	Burkholderia cenocepacia
SRR28476465	pos	strict	NA	804	804	S	60552	Burkholderia vietnamiensis
SRR28476465	pos	strict	NA	530	530	S	60550	Burkholderia pyrrocinia
SRR28476465	pos	strict	NA	353	254	S	101571	Burkholderia ubonensis
SRR28476465	pos	strict	NA	273	273	S	482957	Burkholderia lata
SRR28476465	pos	strict	NA	241	241	S	488732	Burkholderia diffusa
SRR28476465	pos	strict	NA	233	233	S	488447	Burkholderia contaminans
SRR28476465	pos	strict	NA	191	191	S	1207504	Burkholderia pseudomultivorans
SRR28476465	pos	strict	NA	111	111	S	1503054	Burkholderia stagnalis
SRR28476465	pos	strict	NA	86	86	S	1503055	Burkholderia territorii
SRR28476468	pos	strict	NA	435417	434290	S	1747	Cutibacterium acnes
SRR28476468	pos	strict	NA	17683	17683	S	33011	Cutibacterium granulosum
SRR28476468	pos	strict	NA	1517	1517	S	2559073	Cutibacterium modestum
SRR28476468	pos	strict	NA	1289	1286	S	33010	Cutibacterium avidum
SRR28476468	pos	strict	NA	372	372	S	3016342	Cutibacterium equinum
SRR28476468	pos	strict	NA	1308	1308	S	2161816	Tessaracoccus timonensis
SRR28476468	pos	strict	NA	1176	1176	S	2760310	Tessaracoccus sp. MC1865
SRR28476468	pos	strict	NA	86	86	S	1610493	Tessaracoccus flavus
SRR28476468	pos	strict	NA	43	43	S	1285901	Tessaracoccus defluvii
SRR28476468	pos	strict	NA	14	14	S	2829499	Tessaracoccus palaemonis
SRR28476468	pos	strict	NA	309	309	S	546874	Microlunatus sagamiharensis
SRR28476468	pos	strict	NA	93	93	S	2596828	Microlunatus elymi
SRR28476468	pos	strict	NA	71	71	S	630515	Microlunatus soli
SRR28476468	pos	strict	NA	11	0	S	29405	Microlunatus phosphovorus
SRR28476468	pos	strict	NA	732	732	S	1750	Arachnia propionica
SRR28476468	pos	strict	NA	313	313	S	119981	Propionibacterium australiense
SRR28476468	pos	strict	NA	111	111	S	556499	Propionibacterium acidifaciens
SRR28476468	pos	strict	NA	7	7	S	1744	Propionibacterium freudenreichii
SRR28476468	pos	strict	NA	178	178	S	2775081	Propioniciclava soli
SRR28476468	pos	strict	NA	67	67	S	2714937	Propioniciclava coleopterorum
SRR28476470	pos	strict	NA	1002	1002	S	2984843	Methylobacterium sp. FF17
SRR28476470	pos	strict	NA	943	943	S	739141	Methylobacterium sp. XJLW
SRR28476470	pos	strict	NA	281	281	S	3138063	Methylobacterium sp. CB376
SRR28476470	pos	strict	NA	197	197	S	2603276	Methylobacterium sp. WL1
SRR28476470	pos	strict	NA	23	23	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476470	pos	strict	NA	14	14	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476470	pos	strict	NA	11	11	S	1479019	Methylobacterium sp. C1
SRR28476470	pos	strict	NA	8	8	S	2718876	Methylobacterium sp. SyP6R
SRR28476470	pos	strict	NA	6	6	S	2894310	Methylobacterium sp. NMS14P
SRR28476470	pos	strict	NA	4	4	S	925818	Methylobacterium sp. AMS5
SRR28476470	pos	strict	NA	707	3	S	31998	Methylobacterium radiotolerans
SRR28476470	pos	strict	NA	614	614	S	107400	Methylobacterium fujisawaense
SRR28476470	pos	strict	NA	555	555	S	410	Methylobacterium organophilum
SRR28476470	pos	strict	NA	490	490	S	2202825	Methylobacterium durans
SRR28476470	pos	strict	NA	440	440	S	570505	Methylobacterium bullatum
SRR28476470	pos	strict	NA	308	308	S	2202828	Methylobacterium radiodurans
SRR28476470	pos	strict	NA	270	2	S	334852	Methylobacterium oryzae
SRR28476470	pos	strict	NA	195	195	S	374432	Methylobacterium tardum
SRR28476470	pos	strict	NA	191	191	S	269660	Methylobacterium brachiatum
SRR28476470	pos	strict	NA	36	36	S	418223	Methylobacterium phyllosphaerae
SRR28476472	pos	strict	NA	183125	182656	S	1747	Cutibacterium acnes
SRR28476472	pos	strict	NA	4676	4676	S	33011	Cutibacterium granulosum
SRR28476472	pos	strict	NA	503	503	S	2559073	Cutibacterium modestum
SRR28476472	pos	strict	NA	279	279	S	33010	Cutibacterium avidum
SRR28476472	pos	strict	NA	209	209	S	3016342	Cutibacterium equinum
SRR28476472	pos	strict	NA	315	315	S	2760310	Tessaracoccus sp. MC1865
SRR28476472	pos	strict	NA	31	31	S	1285901	Tessaracoccus defluvii
SRR28476472	pos	strict	NA	27	27	S	1610493	Tessaracoccus flavus
SRR28476472	pos	strict	NA	3	3	S	2161816	Tessaracoccus timonensis
SRR28476472	pos	strict	NA	2	2	S	399497	Tessaracoccus flavescens
SRR28476472	pos	strict	NA	71	71	S	546874	Microlunatus sagamiharensis
SRR28476472	pos	strict	NA	51	0	S	29405	Microlunatus phosphovorus
SRR28476472	pos	strict	NA	14	14	S	630515	Microlunatus soli
SRR28476472	pos	strict	NA	10	10	S	2672569	Microlunatus sp. Gsoil 973
SRR28476472	pos	strict	NA	2	2	S	2596828	Microlunatus elymi
SRR28476472	pos	strict	NA	290	290	S	1750	Arachnia propionica
SRR28476472	pos	strict	NA	163	163	S	119981	Propionibacterium australiense
SRR28476472	pos	strict	NA	4	4	S	1744	Propionibacterium freudenreichii
SRR28476472	pos	strict	NA	152	152	S	3041175	Brooklawnia propionicigenes
SRR28476472	pos	strict	NA	47	47	S	2760308	Propioniciclava sp. MC1595
SRR28476473	pos	strict	NA	1724	1724	S	2984843	Methylobacterium sp. FF17
SRR28476473	pos	strict	NA	824	824	S	739141	Methylobacterium sp. XJLW
SRR28476473	pos	strict	NA	302	302	S	3138063	Methylobacterium sp. CB376
SRR28476473	pos	strict	NA	149	149	S	2603276	Methylobacterium sp. WL1
SRR28476473	pos	strict	NA	70	70	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476473	pos	strict	NA	28	28	S	925818	Methylobacterium sp. AMS5
SRR28476473	pos	strict	NA	19	19	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476473	pos	strict	NA	3	3	S	2718876	Methylobacterium sp. SyP6R
SRR28476473	pos	strict	NA	1	1	S	2894310	Methylobacterium sp. NMS14P
SRR28476473	pos	strict	NA	752	25	S	31998	Methylobacterium radiotolerans
SRR28476473	pos	strict	NA	725	725	S	2202825	Methylobacterium durans
SRR28476473	pos	strict	NA	519	519	S	107400	Methylobacterium fujisawaense
SRR28476473	pos	strict	NA	470	470	S	410	Methylobacterium organophilum
SRR28476473	pos	strict	NA	375	375	S	570505	Methylobacterium bullatum
SRR28476473	pos	strict	NA	315	1	S	334852	Methylobacterium oryzae
SRR28476473	pos	strict	NA	293	293	S	374432	Methylobacterium tardum
SRR28476473	pos	strict	NA	283	283	S	2202828	Methylobacterium radiodurans
SRR28476473	pos	strict	NA	176	176	S	2051553	Methylobacterium currus
SRR28476473	pos	strict	NA	132	132	S	269660	Methylobacterium brachiatum
SRR28476473	pos	strict	NA	61	0	S	114616	Methylobacterium nodulans
SRR28476475	pos	strict	NA	8150	4080	S	28450	Burkholderia pseudomallei
SRR28476475	pos	strict	NA	4268	749	S	57975	Burkholderia thailandensis
SRR28476475	pos	strict	NA	1215	1211	S	13373	Burkholderia mallei
SRR28476475	pos	strict	NA	260	254	S	342113	Burkholderia oklahomensis
SRR28476475	pos	strict	NA	204	204	S	1385591	Burkholderia mayonis
SRR28476475	pos	strict	NA	47	47	S	1503053	Burkholderia singularis
SRR28476475	pos	strict	NA	3	3	S	430531	Burkholderia humptydooensis
SRR28476475	pos	strict	NA	2	2	S	1637837	Burkholderia savannae
SRR28476475	pos	strict	NA	5077	5067	S	87883	Burkholderia multivorans
SRR28476475	pos	strict	NA	1668	706	S	292	Burkholderia cepacia
SRR28476475	pos	strict	NA	1514	1514	S	152480	Burkholderia ambifaria
SRR28476475	pos	strict	NA	1083	871	S	95486	Burkholderia cenocepacia
SRR28476475	pos	strict	NA	1060	1060	S	60552	Burkholderia vietnamiensis
SRR28476475	pos	strict	NA	646	646	S	60550	Burkholderia pyrrocinia
SRR28476475	pos	strict	NA	375	375	S	482957	Burkholderia lata
SRR28476475	pos	strict	NA	334	211	S	101571	Burkholderia ubonensis
SRR28476475	pos	strict	NA	289	289	S	488732	Burkholderia diffusa
SRR28476475	pos	strict	NA	243	243	S	1207504	Burkholderia pseudomultivorans
SRR28476475	pos	strict	NA	231	231	S	488447	Burkholderia contaminans
SRR28476475	pos	strict	NA	88	88	S	1503054	Burkholderia stagnalis
SRR28476476	pos	strict	NA	83557	83268	S	1747	Cutibacterium acnes
SRR28476476	pos	strict	NA	3042	3042	S	33011	Cutibacterium granulosum
SRR28476476	pos	strict	NA	830	830	S	2559073	Cutibacterium modestum
SRR28476476	pos	strict	NA	185	185	S	33010	Cutibacterium avidum
SRR28476476	pos	strict	NA	93	93	S	3016342	Cutibacterium equinum
SRR28476476	pos	strict	NA	141	141	S	2760310	Tessaracoccus sp. MC1865
SRR28476476	pos	strict	NA	81	81	S	1610493	Tessaracoccus flavus
SRR28476476	pos	strict	NA	52	52	S	2161816	Tessaracoccus timonensis
SRR28476476	pos	strict	NA	9	9	S	399497	Tessaracoccus flavescens
SRR28476476	pos	strict	NA	4	4	S	1332264	Tessaracoccus aquimaris
SRR28476476	pos	strict	NA	3	3	S	1285901	Tessaracoccus defluvii
SRR28476476	pos	strict	NA	130	130	S	546874	Microlunatus sagamiharensis
SRR28476476	pos	strict	NA	42	42	S	2596828	Microlunatus elymi
SRR28476476	pos	strict	NA	32	0	S	29405	Microlunatus phosphovorus
SRR28476476	pos	strict	NA	13	13	S	2672569	Microlunatus sp. Gsoil 973
SRR28476476	pos	strict	NA	8	8	S	630515	Microlunatus soli
SRR28476476	pos	strict	NA	200	200	S	2775081	Propioniciclava soli
SRR28476476	pos	strict	NA	74	74	S	2760308	Propioniciclava sp. MC1595
SRR28476476	pos	strict	NA	9	9	S	2714937	Propioniciclava coleopterorum
SRR28476476	pos	strict	NA	138	138	S	1750	Arachnia propionica
SRR28476482	pos	strict	NA	286	286	S	739141	Methylobacterium sp. XJLW
SRR28476482	pos	strict	NA	285	285	S	2984843	Methylobacterium sp. FF17
SRR28476482	pos	strict	NA	184	184	S	3138063	Methylobacterium sp. CB376
SRR28476482	pos	strict	NA	84	84	S	2603276	Methylobacterium sp. WL1
SRR28476482	pos	strict	NA	17	17	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476482	pos	strict	NA	2	2	S	925818	Methylobacterium sp. AMS5
SRR28476482	pos	strict	NA	1	1	S	2894310	Methylobacterium sp. NMS14P
SRR28476482	pos	strict	NA	288	8	S	31998	Methylobacterium radiotolerans
SRR28476482	pos	strict	NA	157	157	S	2202825	Methylobacterium durans
SRR28476482	pos	strict	NA	135	135	S	410	Methylobacterium organophilum
